,prev_line,current_line,tone
3607,申請は却下だ 離婚しかない ポーシュに襲われたの?,ポルシェだよ!,anger
3608,ただいま,ソファーめ隠せよ,surprise
3609,ソファーめ隠せよ,泣ける本は嫌いじゃ?,surprise
3610,泣ける本は嫌いじゃ?,試しに読んだ,neutral
3611,試しに読んだ,泣けば心が死んでる 言われない,neutral
3612,泣けば心が死んでる 言われない,ブリキの心も温まるお言葉,neutral
3613,ブリキの心も温まるお言葉,やめて 結婚式でも泣けずにこんな顔するぞ,neutral
3614,やめて 結婚式でも泣けずにこんな顔するぞ,あなたは心の底ではちゃんと感じてる,neutral
3615,これから来る,子供をダシに断るほど僕は悪い親か?,joy
3616,子供をダシに断るほど僕は悪い親か?,ごめんね,neutral
3617,ごめんね,ベン人形を作ろう,neutral
3618,空よご近所さんが食べた,さもなきゃ,neutral
3619,さもなきゃ,ジョーイ!,anger
3620,ジョーイ!,全部食べたの?,anger
3621,全部食べたの?,その気だったけど2個しかなかった,anger
3622,その気だったけど2個しかなかった,人気だったわよ,joy
3623,人気だったわよ,私のアメが? もっと作らなきゃ,joy
3624,私のアメが? もっと作らなきゃ,ラザニアも作ったら? 大人気になるかもよ,neutral
3625,ラザニアも作ったら? 大人気になるかもよ,近所の人がアメを食べた,joy
3626,近所の人がアメを食べた,うちは新聞盗まれた物騒だな,anger
3627,うちは新聞盗まれた物騒だな,この前の自転車の話が忘れられないんだOM,neutral
3628,この前の自転車の話が忘れられないんだOM,初めての自転車って大事だよ,neutral
3629,初めての自転車って大事だよ,すごいわ! ロス,surprise
3630,すごいわ! ロス,気に入った? 最高よ,neutral
3631,一口,親父だ,joy
3632,彼よ! 出てきたわ,どこ? 目の前に決まってる,neutral
3633,どこ? 目の前に決まってる,タオル取ってお願い ワーオ!,joy
3634,ボブってホント最高ね,でしょ,joy
3635,でしょ,精神年齢が8歳以上の男なんて珍しいわ,joy
3636,精神年齢が8歳以上の男なんて珍しいわ,おまけにベッドでも最高よ,joy
3637,おまけにベッドでも最高よ,私は兄の童貞喪失がいつかも知らないわ,surprise
3638,私は兄の童貞喪失がいつかも知らないわ,そうよかったわね,neutral
3639,不思議なことにその油は一 少量だったのに明かりをつけたら,8日間燃えた,neutral
3640,8日間燃えた,ハヌカーはその奇跡を祝うおしまい,joy
3641,ハヌカーはその奇跡を祝うおしまい,スーパーマンがユダヤ人をエジプトから救出したとはね,neutral
3642,スーパーマンがユダヤ人をエジプトから救出したとはね,その部分は面白くなかったよ,neutral
3643,その部分は面白くなかったよ,イースターバニーのお葬式みたいね,surprise
3644,イースターバニーのお葬式みたいね,キャンドルに火をつけるよ,joy
3645,キャンドルに火をつけるよ,何で葬式にヤマアラシがいるわけ?,neutral
3646,押して 頑張れ,全然平気!,joy
3647,全然平気!,うまいわね」 日本で話を考えたの?,surprise
3648,うまいわね」 日本で話を考えたの?,アンは架空の人物でしょ?,surprise
3649,アンは架空の人物でしょ?,なぜ?,neutral
3650,なぜ?,まだモニカを好きだから店を持たせて一 そのうちモノにする魂胆よ,neutral
3651,まだモニカを好きだから店を持たせて一 そのうちモノにする魂胆よ,鋭いね,joy
3652,鋭いね,勘が鋭いの霊感も 才能よね,neutral
3653,勘が鋭いの霊感も 才能よね,モニカには秘密に,fear
3654,モニカには秘密に,2科 何の話?,neutral
3655,2科 何の話?,本当に忘れちゃった,neutral
3656,通して すみません,もう忘れてよ レイチェルなんか知らない,anger
3657,もう忘れてよ レイチェルなんか知らない,落ちたよ,neutral
3658,落ちたよ,ありがと,joy
3659,ありがと,早く紹介したいよ,joy
3660,早く紹介したいよ,友達は私を品定めしない?,fear
3661,友達は私を品定めしない?,するだろうけど 一,neutral
3662,するだろうけど 一,会わせたい,neutral
3663,どこかで? 僕の子守を,スティーブ坊やね どうしてた?」,surprise
3664,スティーブ坊やね どうしてた?」,今は弁護士だよ,neutral
3665,今は弁護士だよ,8つだったのに,surprise
3666,8つだったのに,会えてよかった楽屋へ,joy
3667,会えてよかった楽屋へ,樂屋?,surprise
3668,樂屋?,バンドの顧問だ,neutral
3669,バンドの顧問だ,よろしく,neutral
3670,よろしく,一緒にどう?,neutral
3671,一緒にどう?,どうぞ,neutral
3672,どうぞ,あなたも父の元愛人?,surprise
3673,体に悪いって,自分を大切にしろ,disgust
3674,自分を大切にしろ,分かってるよ ガンや心臓病にもなる,anger
3675,分かってるよ ガンや心臓病にもなる,でも吸うとカッコいいだろ,neutral
3676,でも吸うとカッコいいだろ,チャンドラーアランからよ,neutral
3677,チャンドラーアランからよ,よう相棒,joy
3678,よう相棒,モニカに聞いた?,surprise
3679,モニカに聞いた?,吸うのは時々だ,neutral
3680,吸うのは時々だ,今もね,neutral
3681,今もね,大丈夫だよ 確かにね そう言われたの初めてだ,neutral
3682,大丈夫だよ 確かにね そう言われたの初めてだ,分かった ありがと,joy
3683,分かった ありがと,彼って最高,joy
3684,彼って最高,彼が女ならな,neutral
3685,彼が女ならな,そうね,neutral
3686,見て最後の火が消えるわ,よし、極めつけだ,joy
3687,よし、極めつけだ,こんなときに何だけど モニカのパーティーやんない?,neutral
3688,よかったダントツよ,聴衆の中に君の顔が見えてホッとしたよ,joy
3689,聴衆の中に君の顔が見えてホッとしたよ,僕に合わせてロパクしてたろ,neutral
3690,僕に合わせてロパクしてたろ,してないわ,surprise
3691,してないわ,ロックスター気分だった,joy
3692,ロックスター気分だった,グルーピーみたい,surprise
3693,グルーピーみたい,僕の部屋に裸で来ないで,joy
3694,僕の部屋に裸で来ないで,調子こきすぎ,joy
3695,モニカの番だぞ右足を赤へ,音を上げるとでも?見てろ,neutral
3696,音を上げるとでも?見てろ,フィービー右手を青へ,neutral
3697,フィービー右手を青へ,レイチェルカード会社だ 代わりにお願い,neutral
3698,レイチェルカード会社だ 代わりにお願い,レイチェルですが,neutral
3699,レイチェルですが,最近あまり使ってないの,neutral
3700,最近あまり使ってないの,ありがとでも大丈夫よ,joy
3701,ありがとでも大丈夫よ,魔法の豆見つけた いえ忘れて,neutral
3702,魔法の豆見つけた いえ忘れて,大丈夫よ,neutral
3703,メッセージ見たよな?,メッセージ?,neutral
3704,メッセージ?,主役が降りて2時にオーディションだ,neutral
3705,主役が降りて2時にオーディションだ,ウソ! もう6時だぞ,surprise
3706,ウソ! もう6時だぞ,ちゃんと書いた!,fear
3707,ちゃんと書いた!,しかもお前を街中捜した,anger
3708,しかもお前を街中捜した,ロスの家も喫茶店もサンドイッチの店全部,neutral
3709,その日に死ぬの? 僕はその日老人会だ,生きてればね,neutral
3710,生きてればね,おばあさんの友達は--持ってない?,neutral
3711,おばあさんの友達は--持ってない?,フランスの親せきなら持ってるかも レシピの考案者は祖母の祖母ネスレトゥーロウズよ,neutral
3712,フランスの親せきなら持ってるかも レシピの考案者は祖母の祖母ネスレトゥーロウズよ,何て名前?,neutral
3713,何て名前?,ネスレトゥーロウズ,neutral
3714,ネスレトゥーロウズ,ネスレトールハウス?,neutral
3715,ネスレトールハウス?,フランス語の発音が下手ね,neutral
3716,フランス語の発音が下手ね,これよ!,surprise
3717,これよ!,2日間も探ったレシピが市販品の袋に書いてあった,anger
3718,2日間も探ったレシピが市販品の袋に書いてあった,分かってる だからあんたは地獄で火あぶりなのよ!,anger
3719,じゃピンクに決定ね,賛成です,joy
3720,賛成です,私も,joy
3721,私も,もう消すの?,neutral
3722,もう消すの?,実は何とかして本数を減らそうと思って あがいてます,neutral
3723,実は何とかして本数を減らそうと思って あがいてます,私も禁煙したい,neutral
3724,私も禁煙したい,禁煙を誓っても翌朝には,disgust
3725,禁煙を誓っても翌朝には,分かります,neutral
3726,分かります,じゃやめましょうよ,joy
3727,じゃやめましょうよ,言うのは簡単よ,neutral
3728,言うのは簡単よ,不可能だわ,joy
3729,不可能だわ,励まし合えば大丈夫 禁煙パッチもあるし,neutral
3730,励まし合えば大丈夫 禁煙パッチもあるし,パッチ姉妹だわ,joy
3731,パッチ姉妹だわ,体のためよね、やめましょ,joy
3732,体のためよね、やめましょ,そうこなきゃ渡して 没収して始末よ,joy
3733,そうこなきゃ渡して 没収して始末よ,亡夫のライターよ 冗談じゃない,sadness
3734,亡夫のライターよ 冗談じゃない,拾います,joy
3735,5本集めるとプレゼントとか?,見たい人は?,neutral
3736,見たい人は?,吸うなよ 愛用の帽子じゃない,anger
3737,吸うなよ 愛用の帽子じゃない,親指よりたち悪いいいし,disgust
3738,親指よりたち悪いいいし,不公平だよ,anger
3739,不公平だよ,回T?,surprise
3740,回T?,誰にも欠点はある,anger
3741,誰にも欠点はある,ジョーイは指をボキボキ鳴らす,anger
3742,ジョーイは指をボキボキ鳴らす,ロスは大げさな話し方,anger
3743,ロスは大げさな話し方,モニカは笑うとき鼻を鳴らす,anger
3744,モニカは笑うとき鼻を鳴らす,あの音なんだ?,disgust
3745,あの音なんだ?,なのに俺ばっかり責められてる,anger
3746,なのに俺ばっかり責められてる,耳障りかも,neutral
3747,耳障りかも,気にするなかわいい癖だよ,neutral
3748,気にするなかわいい癖だよ,ほら大げさな発音,anger
3749,ほら大げさな発音,はっきり発音するのは悪くない,neutral
3750,はっきり発音するのは悪くない,しつこいわ 仕事しなきゃ,joy
3751,しつこいわ 仕事しなきゃ,オーダー間違えないでね,neutral
3752,オーダー間違えないでね,髪食い女のくせに,anger
3753,メルトーメが死んだ,1年前の新聞よ,neutral
3754,1年前の新聞よ,じゃセールも終わったの?,sadness
3755,保証する?,しないけどたぶんね,neutral
3756,しないけどたぶんね,その言葉は人を傷つけるわ,neutral
3757,その言葉は人を傷つけるわ,君のママはたぶん自殺しないよとか,anger
3758,君のママはたぶん自殺しないよとか,実力でもぎとるわ,neutral
3759,実力でもぎとるわ,ビングがまともに見えたろ?,neutral
3760,出来がいいの,別に元気よ,neutral
3761,別に元気よ,あなたって強いのね」 一人で子育てするなんて,neutral
3762,あなたって強いのね」 一人で子育てするなんて,ロスがいるもの,neutral
3763,ロスがいるもの,今はね、でもロスがほかの女と結婚したら?,neutral
3764,今はね、でもロスがほかの女と結婚したら?,ロスはすぐ離婚する,neutral
3765,ロスはすぐ離婚する,ジャニスの話を聞いて 新しい家庭を持つと男はコロッと変わるわ,neutral
3766,ジャニスの話を聞いて 新しい家庭を持つと男はコロッと変わるわ,ロスはそうならない,sadness
3767,ロスはそうならない,だんな私も最初の旦那を信じてたけど偽パイ女と再婚後疎遠よ,disgust
3768,あれは?,新入りよ,neutral
3769,新入りよ,前の変態夫婦は?,neutral
3770,前の変態夫婦は?,出産したわ,anger
3771,出産したわ,私が先に来たのに不公平よ,anger
3772,私が先に来たのに不公平よ,彼女は分娩室へ行く前に一,neutral
3773,彼女は分娩室へ行く前に一,出かかってる赤ちゃんの頭を見せてくれた,neutral
3774,出かかってる赤ちゃんの頭を見せてくれた,さんざんだね 新入りはどんな感じ?,surprise
3775,窓側の男見て,背が低いし独り言言ってるわ それにエッチも下手よ,neutral
3776,背が低いし独り言言ってるわ それにエッチも下手よ,最近の私ってどんな男にも燃えるの,neutral
3777,最近の私ってどんな男にも燃えるの,例えばそこの人 普段なら全然タイプじゃない でも今は彼のスエットとウエストバッグをはがしたい,neutral
3778,例えばそこの人 普段なら全然タイプじゃない でも今は彼のスエットとウエストバッグをはがしたい,待って妊娠4か月?,neutral
3779,待って妊娠4か月?,なら 正常だわ ホルモンが悪さする時期よ,neutral
3780,なら 正常だわ ホルモンが悪さする時期よ,あなたも燃えてた?,surprise
3781,あなたも燃えてた?,燃えまくりよ,neutral
3782,燃えまくりよ,3つ子を妊娠したから医学的には性欲も3倍だった,neutral
3783,3つ子を妊娠したから医学的には性欲も3倍だった,理由が分かった 店頭のサンタのヒザに座りまくったの,joy
3784,理由が分かった 店頭のサンタのヒザに座りまくったの,私もホリフィールドのパネルをスポーツ店から盗もうとした,neutral
3785,ストリッパーの事務所は知らんぷりだし 一,警察も忙しいと取り合わない,anger
3786,警察も忙しいと取り合わない,ゆうべはありがとう最高だった,joy
3787,ゆうべはありがとう最高だった,同僚の1人は初のバチェラーパーティーで一,joy
3788,同僚の1人は初のバチェラーパーティーで一,別の1人はパーティーが初めてだった,surprise
3789,別の1人はパーティーが初めてだった,それよりあの指輪だけど一,joy
3790,それよりあの指輪だけど一,いい品だ,joy
3791,いい品だ,俺も女に贈りたいな どこで買った?,neutral
3792,俺も女に贈りたいな どこで買った?,あの指輪? 祖母がこの国に渡った際に身につけてきた持参品だ,surprise
3793,あの指輪? 祖母がこの国に渡った際に身につけてきた持参品だ,するとあれは一 買えない指輪か,surprise
3794,するとあれは一 買えない指輪か,するとあれは魔法の指輪か,joy
3795,どっちか身を引かなきゃ,どうやって決める?,neutral
3796,どうやって決める?,客観的に考えて彼女と付き合うのは僕だ,neutral
3797,客観的に考えて彼女と付き合うのは僕だ,でも彼女とデートしてるのは俺だ,neutral
3798,でも彼女とデートしてるのは俺だ,考え方を変えよう,neutral
3799,考え方を変えよう,これじゃキリがない,neutral
3800,これじゃキリがない,じゃメシだな 違うだろ,neutral
3801,じゃメシだな 違うだろ,彼女に決めてもらおう もう1度ずつデートして一 好かれてるほうを確かめる,neutral
3802,彼女に決めてもらおう もう1度ずつデートして一 好かれてるほうを確かめる,フェアでいいね,neutral
3803,フェアでいいね,僕はフレンチレストランでキメよう,neutral
3804,僕はフレンチレストランでキメよう,待てよ デート代の上限も決めようぜ,neutral
3805,待てよ デート代の上限も決めようぜ,俺には金がないもん,anger
3806,俺には金がないもん,僕はデート代は惜しまない,neutral
3807,僕はデート代は惜しまない,なら俺も体を惜しまず使おう,neutral
3808,なら俺も体を惜しまず使おう,じゃ上限を設定だな,neutral
3809,じゃ上限を設定だな,ピザ1枚が,neutral
3810,ピザ1枚が,100ドルはいるよ 分かった,neutral
3811,100ドルはいるよ 分かった,じゃ94ドル貸して,neutral
3812,ポルシェのキーか,ガンターの?,neutral
3813,ガンターの?,時給4ドルで350年貯めた,disgust
3814,時給4ドルで350年貯めた,なくした人は?,neutral
3815,なくした人は?,忘れ物箱へ,neutral
3816,忘れ物箱へ,そんな箱が? 俺の靴!,surprise
3817,そんな箱が? 俺の靴!,靴を忘れた?,surprise
3818,靴を忘れた?,帰宅後気づいたが裸足で戻るか?,neutral
3819,帰宅後気づいたが裸足で戻るか?,車を捜してメモを挟むよ,neutral
3820,車を捜してメモを挟むよ,キー取りにきたら渡しとく,neutral
3821,ピエロは昼寝のあとに渡してね 前だと眠らなくなるの,心配ない世話は慣れてる,joy
3822,心配ない世話は慣れてる,親子のように仲良くやるよ,joy
3823,親子のように仲良くやるよ,ロスはいい父親だわ 驚くことないわ私の方が上だもの,joy
3824,ロスはいい父親だわ 驚くことないわ私の方が上だもの,私が選んだの,neutral
3825,私が選んだの,あらジュ ジューハーイユダヤ教徒,neutral
3826,あらジュ ジューハーイユダヤ教徒,楽しみよ,neutral
3827,楽しみよ,あとでね,neutral
3828,あとでね,ユダヤ教徒って?,surprise
3829,ユダヤ教徒って?,友達の男の子よ モスコウィッツ君 生っ粋のユダヤ教徒なの,neutral
3830,お客様の目が悪くなっちゃう,ありがと,joy
3831,ありがと,臭くない?,disgust
3832,臭くない?,ジョーイの部屋のなら別に,surprise
3833,ジョーイの部屋のなら別に,におい消しにパイ焼こうか?,neutral
3834,におい消しにパイ焼こうか?,臭いから焼いて,joy
3835,臭いから焼いて,お待ちを 消防署から,neutral
3836,お待ちを 消防署から,フィービーですけど,surprise
3837,フィービーですけど,実は火元はヘアアイロンじゃなかった,neutral
3838,実は火元はヘアアイロンじゃなかった,やはりキャンドルだ,neutral
3839,やはりキャンドルだ,火をつけたままじゃ危険だ,neutral
3840,火をつけたままじゃ危険だ,消防士の新人研修で習ったが,neutral
3841,消防士の新人研修で習ったが,じゃ失礼します,neutral
3842,兄さんの子を産んだのに?,イエスって言った,fear
3843,イエスって言った,そんなのおかしいわ間違ったことだし,disgust
3844,そんなのおかしいわ間違ったことだし,私のより大きい!,surprise
3845,私のより大きい!,愛の病院日誌のおかげ,neutral
3846,愛の病院日誌のおかげ,1人は嫌だし彼は優しいわ私を愛してくれる,sadness
3847,1人は嫌だし彼は優しいわ私を愛してくれる,あなたは?,neutral
3848,あなたは?,愛してる,neutral
3849,愛してる,ホント? だっていいじゃん,neutral
3850,ホント? だっていいじゃん,じゃ聞くけど 本当にジョーイと?,sadness
3851,じゃ聞くけど 本当にジョーイと?,ううん 思わない 彼にそう伝えて,sadness
3852,元夫婦ですよね? 何ですっぱりと?,花嫁の登場によ,joy
3853,花嫁の登場によ,すごいわ モニカ,surprise
3854,すごいわ モニカ,毎日着たい,joy
3855,毎日着たい,最高にきれい,joy
3856,最高にきれい,おめでと,joy
3857,おめでと,チャンドラーは?,fear
3858,チャンドラーは?,戻ったわよ クソッ!,neutral
3859,いけない? 今日の君は酔って過敏になってる」 もう忘れろ 君が一番きれいだったよ,言うけど怒らないであのときはへこんでたし一,neutral
3860,言うけど怒らないであのときはへこんでたし一,僕の子に余計なことは教えないで でもベンには面白いってウケたわ,anger
3861,僕の子に余計なことは教えないで でもベンには面白いってウケたわ,うれしかった,anger
3862,うれしかった,仲良くするのはいいが,neutral
3863,仲良くするのはいいが,兄弟代わりに教えてあげただけよ,sadness
3864,兄弟代わりに教えてあげただけよ,子供にはイタズラも必要よ,neutral
3865,子供にはイタズラも必要よ,チキショー!,anger
3866,チキショー!,帰るわ,neutral
3867,ファーストクラスのラウンジよ入ったことある?,私もよ入ろう,surprise
3868,私もよ入ろう,常連のふりしろ 見てオレンジょ,surprise
3869,常連のふりしろ 見てオレンジょ,いつもご苦労 チケットを拝見,neutral
3870,いつもご苦労 チケットを拝見,いいとも,neutral
3871,いいとも,番号が指で見えません,neutral
3872,番号が指で見えません,記憶してる1Aだ,neutral
3873,まずプランを立てるわ,子供は3人作る,neutral
3874,子供は3人作る,3人同時に産んで弟にあげるのね,joy
3875,3人同時に産んで弟にあげるのね,続きを 初産は35歳前がいいからあと5年はある,neutral
3876,予算オーバーじゃん お前の負けだ,花を送ったのはデートの前に当たる 厳密に言ってルールは破ってない,anger
3877,花を送ったのはデートの前に当たる 厳密に言ってルールは破ってない,ならこっちもルールを破るぞ,anger
3878,ならこっちもルールを破るぞ,何する気? 分かんない,anger
3879,何する気? 分かんない,やっぱりね お前には負けない,anger
3880,やっぱりね お前には負けない,無理だね 見てろ,neutral
3881,無理だね 見てろ,バイバイ,neutral
3882,バイバイ,薄く塗るの?,neutral
3883,薄く塗るの?,縦と横にね,neutral
3884,父さん? こっちだ,この家での思い出がよみがえるな,joy
3885,この家での思い出がよみがえるな,新しい家族が住んでくれる 基礎と天井のヒビがバレないうちに売りたい,neutral
3886,新しい家族が住んでくれる 基礎と天井のヒビがバレないうちに売りたい,急いで荷造りだ,neutral
3887,急いで荷造りだ,思い出の品は持ってって,sadness
3888,思い出の品は持ってって,屋根裏にオモチャのオーブンが6、7個あるぞ,neutral
3889,屋根裏にオモチャのオーブンが6、7個あるぞ,シェフごっこ好きだった,neutral
3890,シェフごっこ好きだった,焼ける前に半生で食べてたじゃん,neutral
3891,焼ける前に半生で食べてたじゃん,子供はランプがつくまで待てないものよ,neutral
3892,開いたぞ,僕はベン 病院の働き者,joy
3893,僕はベン 病院の働き者,ベン準備は?,neutral
3894,ベン準備は?,じゃ足を,neutral
3895,じゃ足を,3でいく,neutral
3896,3でいく,頑張れベン,neutral
3897,頑張れベン,何が見える?,neutral
3898,何が見える?,こうまっ暗な通風孔よ 待っていえ通風孔だけだわ,neutral
3899,こうまっ暗な通風孔よ 待っていえ通風孔だけだわ,ドアが開いた!,surprise
3900,ドアが開いた!,脚を忘れてるぞ,surprise
3901,ファイルに色付きラベルを張ったことね,棚が華やいだわ,joy
3902,棚が華やいだわ,もっと役立ってます,neutral
3903,もっと役立ってます,かなり重要な仕事を任されてたようね,neutral
3904,かなり重要な仕事を任されてたようね,ジョアンナさんのご指導のおかげです,joy
3905,ジョアンナさんのご指導のおかげです,もっと重要な仕事も,neutral
3906,もっと重要な仕事も,コーヒーも買うわね2つのお使いを同時にこなすわ,joy
3907,コーヒーも買うわね2つのお使いを同時にこなすわ,それはすごいね 今度はデザイナーとの人間関係を築く仕事だ,neutral
3908,それはすごいね 今度はデザイナーとの人間関係を築く仕事だ,度を超えて親しくなる点が玉にキズよ,neutral
3909,度を超えて親しくなる点が玉にキズよ,デザイナーとぜひ,joy
3910,デザイナーとぜひ,裸のお付き合いね,neutral
3911,部下はいる?,部下から電話が? 俺は病気だって言った?,fear
3912,自信を持ってあなたの笑顔はステキよ,ホント?,surprise
3913,ホント?,笑顔はやめて別の表情を,neutral
3914,笑顔はやめて別の表情を,セクシーな顔は?,neutral
3915,セクシーな顔は?,ボツよ,neutral
3916,チャンドラーは?,ここだ 手を洗って!,neutral
3917,ここだ 手を洗って!,何で分かったの?,surprise
3918,何で分かったの?,連れて帰ったわけ?,surprise
3919,連れて帰ったわけ?,アイスじゃないわよ,neutral
3920,アイスじゃないわよ,それより地図を作ってみたんだ,neutral
3921,事件って何? バーに行ったら,聞こえなかった? おおい!って,anger
3922,聞こえなかった? おおい!って,女がチャンドラーに視線を,neutral
3923,女がチャンドラーに視線を,こいつはその女の所へ行って2分後にはキスしてた,neutral
3924,こいつはその女の所へ行って2分後にはキスしてた,男とキスを?,joy
3925,男とキスを?,店が暗かったしきれいな男だった,anger
3926,店が暗かったしきれいな男だった,腹がよじれた,joy
3927,腹がよじれた,またパンツを汚しちゃった?,anger
3928,またパンツを汚しちゃった?,でも君は男とキスした,neutral
3929,私が希望するだけ同居して,いいわよ,neutral
3930,いいわよ,私はバカじゃない出産の本は読破したけど一 出産後の部分は読んでないの,neutral
3931,私はバカじゃない出産の本は読破したけど一 出産後の部分は読んでないの,もうすぐ出産なのに何も分からない,neutral
3932,もうすぐ出産なのに何も分からない,オムツポットに吐いていい?」,sadness
3933,オムツポットに吐いていい?」,何も心配することないわ,neutral
3934,何も心配することないわ,どこ行くの?,fear
3935,どこ行くの?,お手洗いよ,neutral
3936,お手洗いよ,大丈夫よ私がついてる,neutral
3937,大丈夫よ私がついてる,大丈夫ですわ,neutral
3938,大丈夫ですわ,何で汗かいてるの?,surprise
3939,何で汗かいてるの?,チャンドラーをハメハメした,neutral
3940,チャンドラーをハメハメした,いなかったくせに,neutral
3941,今日は話があるの 結婚式での付き添い役の件よ,ついに来た,joy
3942,ついに来た,あなたが適任よ,neutral
3943,あなたが適任よ,あなたよ そうね,joy
3944,あなたよ そうね,断っとくけど2人とも愛する親友よ,joy
3945,断っとくけど2人とも愛する親友よ,分かった誰?,joy
3946,分かった誰?,それぞれが順に付き添い役をやらない?,neutral
3947,それぞれが順に付き添い役をやらない?,私のがフィービーなら,neutral
3948,私のがフィービーなら,例え話よ,anger
3949,例え話よ,でもうれしい,neutral
3950,でもうれしい,レイチェルはフィービーので私がレイチェルの付き添い役を,neutral
3951,レイチェルはフィービーので私がレイチェルの付き添い役を,いいアイデアね モニカのは誰?,neutral
3952,いいアイデアね モニカのは誰?,ここがいいとこよ2人で決めて,neutral
3953,ここがいいとこよ2人で決めて,何でいいとこ?,surprise
3954,何でいいとこ?,私に責任がないから,joy
3955,私に責任がないから,喜んで決めるわ モニカのためだもん,neutral
3956,喜んで決めるわ モニカのためだもん,私は決めないわ,anger
3957,私は決めないわ,あなたもね いい人だわ,joy
3958,ドラムの騒音だけじゃないスティックを投げては一,目に当たった! わめくの,anger
3959,目に当たった! わめくの,うるさすぎる,anger
3960,うるさすぎる,ありがと普通はそういう反応よね,neutral
3961,ありがと普通はそういう反応よね,ドラムを贈ったのはレイチェルを追い出すため?,surprise
3962,ドラムを贈ったのはレイチェルを追い出すため?,掘り下げればね,neutral
3963,2円NEE 部屋にいるかと,デートの迎えだ,neutral
3964,デートの迎えだ,それとブラウニー,joy
3965,それとブラウニー,半分だけ,neutral
3966,半分だけ,ホントは袋だけ,neutral
3967,ホントは袋だけ,花屋から歩いたら腹減って,neutral
3968,花屋から歩いたら腹減って,本物のデートみたい,joy
3969,本物のデートみたい,つわりで吐きそうだしパンツのゴムの位置は一,neutral
3970,つわりで吐きそうだしパンツのゴムの位置は一,本物のデートだよ,neutral
3971,本物のデートだよ,いい部屋だね,neutral
3972,いい部屋だね,フーズボールにピザの箱一,surprise
3973,フーズボールにピザの箱一,プレイボーイもある,surprise
3974,プレイボーイもある,同居人の物よ,neutral
3975,同居人の物よ,会いたいね 実に堂々とした男だ,neutral
3976,会いたいね 実に堂々とした男だ,彼は私の保護者よ気をつけて,neutral
3977,彼は私の保護者よ気をつけて,その同居人はいい男?,joy
3978,その同居人はいい男?,誘惑に駆られない?,neutral
3979,誘惑に駆られない?,でもゲイよ,neutral
3980,でもゲイよ,やめてよ せっかく盛り上がってきたのに,anger
3981,昔から負けず嫌いよ,目クソさん?鼻クソが笑ってる,neutral
3982,目クソさん?鼻クソが笑ってる,やめて 兄貴の方が重症よ,disgust
3983,やめて 兄貴の方が重症よ,お絵かきゲームで「暴れたのは?」,neutral
3984,お絵かきゲームで「暴れたのは?」,あれはジェスチャーよ,neutral
3985,あれはジェスチャーよ,面接に来いって どこから?,joy
3986,ラケットボールが,サイズを言わない,surprise
3987,サイズを言わない,ゴーグル忘れて,surprise
3988,ゴーグル忘れて,大変みたいね,neutral
3989,大変みたいね,じゃあね,neutral
3990,じゃあね,当てつけか?,neutral
3991,当てつけか?,隠す気か? やつに言えるか?,neutral
3992,隠す気か? やつに言えるか?,母親がバラすかも,neutral
3993,母親がバラすかも,ここで何を?,anger
3994,ここで何を?,また股当て忘れた,surprise
3995,また股当て忘れた,私の質問は何?,neutral
3996,汚された気分,我慢できずに自分の肌をかきむしったわ,disgust
3997,我慢できずに自分の肌をかきむしったわ,ロス10時だ,neutral
3998,ロス10時だ,疲労度で計ると2時だ,sadness
3999,疲労度で計ると2時だ,10時方向,neutral
4000,10時方向,時計でいう8時9時0時の方向に美女が!,joy
4001,時計でいう8時9時0時の方向に美女が!,ホントだ,joy
4002,ホントだ,彼女と比べるとほかの女がツラ親父に見える,joy
4003,彼女と比べるとほかの女がツラ親父に見える,早くナンパしたら,joy
4004,早くナンパしたら,何て声かける? 失礼ンガンガ,fear
4005,何て声かける? 失礼ンガンガ,ビビることないわ,joy
4006,ビビることないわ,落とせないとでも?ロス言ってやれ,neutral
4007,落とせないとでも?ロス言ってやれ,絶対に落とせないね ありがと,neutral
4008,絶対に落とせないね ありがと,でも美人ってくだらない男とくっつくわ 可能性大よ,neutral
4009,景色のほかもすごいぞ,座って,neutral
4010,座って,見ててよ ヘレン来てくれ,joy
4011,見ててよ ヘレン来てくれ,もういいよ,neutral
4012,もういいよ,これが最後だ,neutral
4013,本当に本当にごめんなさい,君の好きな料理を作るしお望みのこともしちゃう,fear
4014,君の好きな料理を作るしお望みのこともしちゃう,料理は当然あっちは無理,anger
4015,料理は当然あっちは無理,でもバレンタインだしご機嫌直してよ」,sadness
4016,でもバレンタインだしご機嫌直してよ」,分かった,neutral
4017,分かった,俺も寝室へ?,neutral
4018,俺も寝室へ?,お断り!,joy
4019,確かに規則書にあるよ,オフィスにコンロを置くのも禁止だ,neutral
4020,オフィスにコンロを置くのも禁止だ,もう会えないなんて,sadness
4021,もう会えないなんて,僕もだよ でもデートはできない 禁じられてるからね,neutral
4022,僕もだよ でもデートはできない 禁じられてるからね,どんなにホットでも人の道に外れることだ,joy
4023,どんなにホットでも人の道に外れることだ,やめて 交際は背徳だしみだらなことだよ,joy
4024,やめて 交際は背徳だしみだらなことだよ,それに一 タブーだ,joy
4025,それに一 タブーだ,ここがいい わ紙 タオル投げもできる,joy
4026,ここがいい わ紙 タオル投げもできる,ついでにコンロも置こっと,joy
4027,情報ありがと 結婚式はいつ?,予定なしよ 試着だけ 私もよ,neutral
